Model_name,Year_model,Manufacturer,Car_name,Type,Condition,Distance,Color,Body_type,Fuel_type,Engine_cc,Price
سكودا سوبيرب 2026,2026,سكودا,سوبيرب,أوتوماتيك,جديدة,0,Silver,Sedan,Gas,2000.0,2980000
بورش كايين 2026,2026,بورش,كايين,أوتوماتيك,جديدة,0,Brown,SUV,Gas,4000.0,14500000
بورش كايين كوبيه 2025,2025,بورش,كايين كوبيه,أوتوماتيك,جديدة,0,Gray,SUV,Gas,3000.0,8700000
بورش كاريرا 911 2025,2025,بورش,كاريرا 911,أوتوماتيك,جديدة,0,Blue,Coupe,Gas,3600.0,16000000
مرسيدس GLE 450 2025,2025,مرسيدس,GLE 450,أوتوماتيك,جديدة,0,Silver,SUV,Gas,3000.0,6650000
مرسيدس GLE 450 2025,2025,مرسيدس,GLE 450,أوتوماتيك,جديدة,0,Black,SUV,Gas,3000.0,6650000
مرسيدس C180 2024,2024,مرسيدس,C180,أوتوماتيك,مستعملة,10000,Silver,Sedan,Gas,1500.0,3000000
مرسيدس C180 2026,2026,مرسيدس,C180,أوتوماتيك,جديدة,0,Black,Sedan,Gas,1500.0,4000000
مرسيدس GLS 580 2025,2025,مرسيدس,GLS 580,أوتوماتيك,جديدة,0,Gray,SUV,Gas,4000.0,9250000
مرسيدس GLC 200 2026,2026,مرسيدس,GLC 200,أوتوماتيك,جديدة,0,Black,SUV,Gas,2000.0,5000000
مرسيدس GLC 200 2024,2024,مرسيدس,GLC 200,أوتوماتيك,جديدة,0,Black,SUV,Gas,2000.0,5150000
مرسيدس GLC 300 2026,2026,مرسيدس,GLC 300,أوتوماتيك,جديدة,0,Black,SUV,Gas,2000.0,5500000
رينج روفر فيلار 2025,2025,رينج روفر,فيلار,أوتوماتيك,جديدة,0,White,SUV,Gas,2000.0,5900000
مرسيدس C180 2025,2025,مرسيدس,C180,أوتوماتيك,جديدة,0,Black,Sedan,Gas,1500.0,3700000
مرسيدس E200 2026,2026,مرسيدس,E200,أوتوماتيك,جديدة,0,Black,Sedan,Gas,2000.0,5450000
مرسيدس GLE 450 2025,2025,مرسيدس,GLE 450,أوتوماتيك,جديدة,0,White,SUV,Gas,3000.0,6750000
مرسيدس C180 2023,2023,مرسيدس,C180,أوتوماتيك,مستعملة,3000,White,Sedan,Gas,1500.0,3250000
مرسيدس GLA 200 2024,2024,مرسيدس,GLA 200,أوتوماتيك,جديدة,0,Black,Hatchback,Gas,1300.0,3150000
بي ام دبليو 528i 2013,2013,بي ام دبليو,528i,أوتوماتيك,مستعملة,142000,Black,Sedan,Gas,2000.0,1350000
رينج روفر فيلار 2025,2025,رينج روفر,فيلار,أوتوماتيك,مستعملة,5000,Black,SUV,Gas,2000.0,5400000
رينج روفر ايفوك 2023,2023,رينج روفر,ايفوك,أوتوماتيك,جديدة,0,Black,SUV,Gas,2000.0,4000000
بي ام دبليو 340i 2016,2016,بي ام دبليو,340i,أوتوماتيك,مستعملة,270000,Black,Sedan,Gas,3000.0,1700000
ميني كوبر 2019,2019,ميني,كوبر,أوتوماتيك,مستعملة,93000,Blue,Hatchback,Gas,1500.0,1000000
دايو زاز 2001,2001,دايو,زاز,مانيوال,مستعملة,100000,Green,Sedan,Hybrid,1200.0,150000
سيات اتيكا 2019,2019,سيات,اتيكا,أوتوماتيك,مستعملة,350000,Gray,SUV,Gas,1400.0,800000
هوندا CR-V 2020,2020,هوندا,CR-V,أوتوماتيك,مستعملة,50000,Blue,SUV,Gas,1500.0,1750000
هيونداى ماتريكس 2006,2006,هيونداى,ماتريكس,مانيوال,مستعملة,174330,Red,SUV,Gas,1500.0,425000
سيات اتيكا 2025,2025,سيات,اتيكا,أوتوماتيك,جديدة,0,Blue,SUV,Gas,1400.0,1750000
مازدا 3 2013,2013,مازدا,3,أوتوماتيك,مستعملة,110000,Blue,Sedan,Gas,1600.0,480000
فولكس فاجن تيجوان 2026,2026,فولكس فاجن,تيجوان,أوتوماتيك,جديدة,0,Navy Blue,SUV,Gas,1400.0,2390000
تويوتا فورتشنر 2022,2022,تويوتا,فورتشنر,أوتوماتيك,مستعملة,80000,Silver,SUV,Gas,4000.0,2700000
كوبرا تيرامار  2025,2025,كوبرا,تيرامار,أوتوماتيك,جديدة,0,White,SUV,Gas,1400.0,2100000
بي ام دبليو 523i 2010,2010,بي ام دبليو,523i,أوتوماتيك,مستعملة,250000,Navy Blue,Sedan,Gas,2500.0,790000
جاك S4 2020,2020,جاك,S4,أوتوماتيك,مستعملة,89000,Black,SUV,Gas,1500.0,700000
فولكس فاجن تيجوان 2017,2017,فولكس فاجن,تيجوان,أوتوماتيك,مستعملة,195000,Black,SUV,Gas,1400.0,1200000
بيجو 206 2001,2001,بيجو,206,مانيوال,مستعملة,215000,White,Hatchback,Gas,1400.0,235000
نيسان قشقاي 2017,2017,نيسان,قشقاي,أوتوماتيك,مستعملة,187000,Bronze,SUV,Gas,1200.0,720000
نيسان صني 2016,2016,نيسان,صني,أوتوماتيك,مستعملة,180000,Dark Grey,Sedan,Gas,1500.0,425000
ميتسوبيشي لانسر بومة 2013,2013,ميتسوبيشي,لانسر بومة,أوتوماتيك,مستعملة,240000,Silver,Sedan,Gas,1600.0,460000
جيتور داشينج 2024,2024,جيتور,داشينج,أوتوماتيك,مستعملة,43000,Green,SUV,Gas,1500.0,1060000
هيونداى I10 2015,2015,هيونداى,I10,أوتوماتيك,مستعملة,150000,Blue,Hatchback,Gas,1100.0,450000
مازدا 3 2008,2008,مازدا,3,أوتوماتيك,مستعملة,380000,Gray,Sedan,Gas,1600.0,390000
بي ام دبليو 740Li 2017,2017,بي ام دبليو,740Li,أوتوماتيك,مستعملة,34500,Black,Sedan,Gas,2000.0,3950000
هوندا CR-V 2024,2024,هوندا,CR-V,أوتوماتيك,مستعملة,60000,Black,SUV,Gas,1500.0,1970000
سوبارو امبريزا 2004,2004,سوبارو,امبريزا,أوتوماتيك,مستعملة,183000,Black,Sedan,Gas,1600.0,375000
كيا ريو 2002,2002,كيا,ريو,مانيوال,مستعملة,123000,Silver,Hatchback,Gas,1300.0,245000
سوزوكي ارتيجا 2021,2021,سوزوكي,ارتيجا,أوتوماتيك,مستعملة,75000,Silver,Hatchback,Gas,1500.0,850000
سوزوكي ألتو 2009,2009,سوزوكي,ألتو,مانيوال,مستعملة,245000,Blue,Hatchback,Gas,1100.0,220000
شيفروليه سبارك 2011,2011,شيفروليه,سبارك,مانيوال,مستعملة,160000,Red,Hatchback,Gas,1000.0,260000
بي ام دبليو X6 2024,2024,بي ام دبليو,X6,أوتوماتيك,مستعملة,8000,Navy Blue,Coupe,Gas,4400.0,7600000
بي ام دبليو X6 2024,2024,بي ام دبليو,X6,أوتوماتيك,مستعملة,25000,Navy Blue,Coupe,Gas,4400.0,7500000
جيب شيروكى 2013,2013,جيب,شيروكى,أوتوماتيك,مستعملة,300000,Black,SUV,Gas,3700.0,900000
سكودا فانتازيا 2010,2010,سكودا,فانتازيا,أوتوماتيك,مستعملة,260000,Silver,Sedan,Gas,2000.0,670000
شيفروليه اوبترا 2010,2010,شيفروليه,اوبترا,أوتوماتيك,مستعملة,262000,Gray,Sedan,Gas,1500.0,370000
نيسان صني 2024,2024,نيسان,صني,أوتوماتيك,مستعملة,29000,Bronze,Sedan,Gas,1500.0,695000
مازدا 3 2015,2015,مازدا,3,أوتوماتيك,مستعملة,330000,Brown,Sedan,Gas,1600.0,530000
ستروين C5 2023,2023,ستروين,C5,أوتوماتيك,مستعملة,65000,White,SUV,Gas,1600.0,1600000
مرسيدس GT43 2025,2025,مرسيدس,GT43,أوتوماتيك,جديدة,0,Black,Sedan,Gas,2000.0,11000000
مرسيدس C180 2024,2024,مرسيدس,C180,أوتوماتيك,مستعملة,9000,Gray,Sedan,Gas,1500.0,2850000
إم جي 5 2022,2022,إم جي,5,أوتوماتيك,مستعملة,122000,Black,Sedan,Gas,1500.0,650000
بي ام دبليو 730Li 2021,2021,بي ام دبليو,730Li,أوتوماتيك,مستعملة,24000,Blue,Sedan,Gas,3000.0,6000000
بيجو 3008 2022,2022,بيجو,3008,أوتوماتيك,مستعملة,130000,Red,SUV,Gas,1600.0,1500000
مرسيدس C180 2003,2003,مرسيدس,C180,أوتوماتيك,مستعملة,130000,Black,Sedan,Gas,1800.0,690000
اسبيرانزا A113 2014,2014,اسبيرانزا,A113,مانيوال,مستعملة,95000,Black,Hatchback,Gas,1300.0,220000
نيسان صني 2017,2017,نيسان,صني,أوتوماتيك,مستعملة,185000,Bronze,Sedan,Gas,1500.0,450000
فيات 500X 2026,2026,فيات,500X,أوتوماتيك,جديدة,0,White,SUV,Gas,1400.0,964550
ساوايست S 05 2026,2026,ساوايست,S 05,أوتوماتيك,جديدة,0,Blue,SUV,Gas,1500.0,989800
جيتور X70 2022,2022,جيتور,X70,أوتوماتيك,مستعملة,130000,Brown,SUV,Gas,1500.0,860000
كيا سيراتو 2021,2021,كيا,سيراتو,أوتوماتيك,مستعملة,100000,Silver,Sedan,Diesel,1600.0,950000
رينو فلوانس 2013,2013,رينو,فلوانس,أوتوماتيك,مستعملة,240000,Silver,Sedan,Gas,1600.0,475000
كيا سيراتو 2013,2013,كيا,سيراتو,أوتوماتيك,مستعملة,126000,Red,Sedan,Gas,1600.0,650000
مرسيدس E 180 2018,2018,مرسيدس,E 180,أوتوماتيك,مستعملة,75000,White,Sedan,Gas,1600.0,2600000
كيا سول 2014,2014,كيا,سول,أوتوماتيك,مستعملة,148000,Black,SUV,Gas,1600.0,650000
كيا سيراتو 2007,2007,كيا,سيراتو,أوتوماتيك,مستعملة,132000,Black,Sedan,Gas,1600.0,550000
نيسان قشقاي 2017,2017,نيسان,قشقاي,أوتوماتيك,مستعملة,125000,Blue,SUV,Gas,1200.0,750000
بي ام دبليو X1 2024,2024,بي ام دبليو,X1,أوتوماتيك,مستعملة,15000,Gray,SUV,Gas,1500.0,2600000
أوبل أسترا 2019,2019,أوبل,أسترا,أوتوماتيك,مستعملة,137000,Gray,Sedan,Gas,1400.0,650000
بيجو 2008 2020,2008,بيجو,2020,أوتوماتيك,مستعملة,83500,Red,Hatchback,Gas,1600.0,875000
شيري تيجو 4 برو 2026,2026,شيري,تيجو 4 برو,أوتوماتيك,جديدة,0,Silver,SUV,Gas,1500.0,990000
شيري تيجو 4 برو 2026,2026,شيري,تيجو 4 برو,أوتوماتيك,جديدة,0,Gray,SUV,Gas,1500.0,925000
شيري تيجو 4 برو 2026,2026,شيري,تيجو 4 برو,أوتوماتيك,جديدة,0,White,SUV,Gas,1500.0,885000
كيا سبكترا 2002,2002,كيا,سبكترا,مانيوال,مستعملة,818498,Black,Sedan,Gas,1500.0,294000
كيا K4 2026,2026,كيا,K4,أوتوماتيك,جديدة,0,White,Sedan,Gas,1600.0,1650000
مرسيدس E200 2025,2025,مرسيدس,E200,أوتوماتيك,جديدة,0,Black,Sedan,Gas,1500.0,5200000
مرسيدس C200 2026,2026,مرسيدس,C200,أوتوماتيك,جديدة,0,White,Sedan,Gas,1500.0,4100000
مرسيدس GLC 300 2026,2026,مرسيدس,GLC 300,أوتوماتيك,جديدة,0,Black,SUV,Gas,2000.0,5550000
سكودا سوبيرب 2026,2026,سكودا,سوبيرب,أوتوماتيك,جديدة,0,Black,Sedan,Gas,2000.0,2550000
أوبل أسترا 2016,2016,أوبل,أسترا,أوتوماتيك,مستعملة,164000,Brown,Sedan,Gas,1600.0,600000
سكودا سوبيرب 2026,2026,سكودا,سوبيرب,أوتوماتيك,جديدة,0,Silver,Sedan,Gas,2000.0,2950000
إم جي 7 2026,2026,إم جي,7,أوتوماتيك,جديدة,0,Maroon,Sedan,Gas,1500.0,1590000
كيا سبورتاج 2023,2023,كيا,سبورتاج,أوتوماتيك,مستعملة,45000,White,SUV,Gas,1600.0,1790000
رينو فلوانس 2016,2016,رينو,فلوانس,أوتوماتيك,مستعملة,132000,Gray,Sedan,Gas,1600.0,575000
شيفروليه كابتيفا 2021,2021,شيفروليه,كابتيفا,أوتوماتيك,مستعملة,104000,Gray,SUV,Gas,1500.0,850000
هيونداى IX 35 2015,2015,هيونداى,IX 35,أوتوماتيك,مستعملة,110000,Silver,SUV,Gas,1600.0,850000
بي ام دبليو 418i 2017,2017,بي ام دبليو,418i,أوتوماتيك,مستعملة,122000,Blue,Sedan,Gas,1500.0,1250000
فولكس فاجن باسات 2010,2010,فولكس فاجن,باسات,أوتوماتيك,مستعملة,210000,Black,Station,Gas,1600.0,520000
أوبل جراند لاند 2024,2024,أوبل,جراند لاند,أوتوماتيك,مستعملة,67000,Maroon,SUV,Gas,1600.0,1450000
هيونداى النترا AD 2026,2026,هيونداى,النترا AD,أوتوماتيك,جديدة,0,Silver,Sedan,Gas,1600.0,1015000
نيسان قشقاي 2026,2026,نيسان,قشقاي,أوتوماتيك,جديدة,0,Blue,SUV,Gas,1300.0,1465000
ميتسوبيشي لانسر بومة 2008,2008,ميتسوبيشي,لانسر بومة,أوتوماتيك,مستعملة,265000,Silver,Sedan,Gas,1600.0,420000
كيا سبورتاج 2026,2026,كيا,سبورتاج,أوتوماتيك,جديدة,0,Silver,SUV,Gas,1600.0,1730000
جيلي إمجراند 2026,2026,جيلي,إمجراند,أوتوماتيك,جديدة,0,Blue,Sedan,Gas,1500.0,939300
فيات 500X 2026,2026,فيات,500X,أوتوماتيك,جديدة,0,Blue,SUV,Gas,1400.0,960000
سوزوكي سويفت 2026,2026,سوزوكي,سويفت,أوتوماتيك,جديدة,0,White,Hatchback,Gas,1200.0,800000
شيفروليه اوبترا 2026,2026,شيفروليه,اوبترا,أوتوماتيك,جديدة,0,Silver,Sedan,Gas,1500.0,725000
شيري تيجو 7 2026,2026,شيري,تيجو 7,أوتوماتيك,جديدة,0,Blue,SUV,Gas,1500.0,945000
مرسيدس GLE 450 2023,2023,مرسيدس,GLE 450,أوتوماتيك,مستعملة,27000,Gray,Hatchback,Gas,2900.0,5500000
شيري تيجو 4 برو 2026,2026,شيري,تيجو 4 برو,أوتوماتيك,جديدة,0,White,SUV,Gas,1500.0,890000
سانج يونج توريس 2024,2024,سانج يونج,توريس,أوتوماتيك,جديدة,0,White,SUV,Gas,1500.0,1750000
كيا بيكانتو 2010,2010,كيا,بيكانتو,مانيوال,مستعملة,59000,White,Hatchback,Gas,1100.0,330000
نيسان سنترا 2026,2026,نيسان,سنترا,أوتوماتيك,جديدة,0,Red,Sedan,Gas,1600.0,880000
سكودا اوكتافيا A8 2022,2022,سكودا,اوكتافيا A8,أوتوماتيك,مستعملة,40000,Gray,Sedan,Diesel,1400.0,1290000
نيسان صني 2026,2026,نيسان,صني,مانيوال,جديدة,0,Beige,Sedan,Gas,1500.0,680000
ساوايست S 05 2026,2026,ساوايست,S 05,أوتوماتيك,جديدة,0,Black,SUV,Gas,1500.0,990000
هيونداى النترا AD 2026,2026,هيونداى,النترا AD,أوتوماتيك,جديدة,0,Black,Sedan,Gas,1600.0,920000
ستروين سى اليزيه 2015,2015,ستروين,سى اليزيه,أوتوماتيك,مستعملة,160000,Blue,Sedan,Gas,1600.0,550000
بي ام دبليو 318i 2017,2017,بي ام دبليو,318i,أوتوماتيك,مستعملة,224000,Blue,Sedan,Gas,1500.0,1100000
هيونداى اتوس 2010,2010,هيونداى,اتوس,مانيوال,مستعملة,121000,Silver,Hatchback,Gas,1100.0,300000
نيسان صني 2022,2022,نيسان,صني,أوتوماتيك,مستعملة,80000,Black,Sedan,Gas,1500.0,590000
نيسان صني 2019,2019,نيسان,صني,أوتوماتيك,مستعملة,105000,Bronze,Sedan,Gas,1500.0,490000
بيجو 508 2020,2020,بيجو,508,أوتوماتيك,مستعملة,150000,Gray,Sedan,Gas,1600.0,1200000
سكودا اوكتافيا A5 2011,2011,سكودا,اوكتافيا A5,أوتوماتيك,مستعملة,200000,Black,Sedan,Gas,1600.0,590000
هيونداى أكسنت 2024,2024,هيونداى,أكسنت,أوتوماتيك,مستعملة,50000,Dark Grey,Sedan,Gas,1600.0,700000
أودي A4 2021,2021,أودي,A4,أوتوماتيك,مستعملة,42000,Gray,Sedan,Gas,2000.0,2100000
فيات تيبو 2020,2020,فيات,تيبو,أوتوماتيك,مستعملة,150000,Brown,Hatchback,Gas,1600.0,675000
بروتون ساجا 2025,2025,بروتون,ساجا,أوتوماتيك,جديدة,0,Black,Sedan,Gas,1300.0,666000
فولكس فاجن باسات 2010,2010,فولكس فاجن,باسات,أوتوماتيك,مستعملة,295000,Black,Sedan,Gas,1400.0,670000
فيات ريجاتا 1987,1987,فيات,ريجاتا,مانيوال,مستعملة,10,White,Sedan,Gas,1500.0,65000
نيسان صني 2022,2022,نيسان,صني,أوتوماتيك,مستعملة,37000,Maroon,Sedan,Gas,1500.0,560000
نيسان صني 2005,2005,نيسان,صني,مانيوال,مستعملة,180,White,Sedan,Gas,1600.0,350000
فولكس فاجن جيتا 2010,2010,فولكس فاجن,جيتا,أوتوماتيك,مستعملة,251000,Gray,Sedan,Gas,1600.0,450000
هوندا سيفيك 2021,2021,هوندا,سيفيك,أوتوماتيك,مستعملة,92500,Black,Sedan,Gas,1500.0,1450000
مرسيدس GLC 300 2018,2018,مرسيدس,GLC 300,أوتوماتيك,مستعملة,35000,Gray,SUV,Hybrid,2000.0,3700000
فولكس فاجن جيتا 2017,2017,فولكس فاجن,جيتا,مانيوال,مستعملة,115,Black,Sedan,Gas,1600.0,7500
فولكس فاجن تيجوان 2016,2016,فولكس فاجن,تيجوان,أوتوماتيك,مستعملة,116000,Maroon,SUV,Gas,1400.0,1150000
كيا برايد 2001,2001,كيا,برايد,أوتوماتيك,مستعملة,227000,Silver,Sedan,Gas,1300.0,175000
هيونداى النترا MD 2015,2015,هيونداى,النترا MD,أوتوماتيك,مستعملة,200000,Silver,Sedan,Gas,1600.0,790000
رينو لوجان 2020,2020,رينو,لوجان,أوتوماتيك,مستعملة,97000,Silver,Sedan,Gas,1600.0,490000
بريليانس FRV 2009,2009,بريليانس,FRV,مانيوال,مستعملة,196000,Black,Hatchback,Gas,1300.0,320000
كيا بيكانتو 2010,2010,كيا,بيكانتو,مانيوال,مستعملة,176000,Red,Hatchback,Diesel,1200.0,350000
هوندا سيفيك 2005,2005,هوندا,سيفيك,أوتوماتيك,مستعملة,217000,Black,Sedan,Gas,1700.0,430000
أوبل أسترا 2000,2000,أوبل,أسترا,مانيوال,مستعملة,200000,Baby Blue,Sedan,Gas,1600.0,190000
أوبل فيكترا 2002,2002,أوبل,فيكترا,أوتوماتيك,مستعملة,200000,Silver,Sedan,Gas,2000.0,325000
ميتسوبيشي لانسر بومة 2008,2008,ميتسوبيشي,لانسر بومة,أوتوماتيك,مستعملة,250000,Silver,Sedan,Gas,1600.0,430000
أودي A3 2015,2015,أودي,A3,أوتوماتيك,مستعملة,216000,Red,Sedan,Gas,1400.0,1100000
ميني كوبر S 2018,2018,ميني,كوبر S,أوتوماتيك,مستعملة,90000,Beige,Sedan,Gas,1600.0,1600000
سكودا كودياك 2025,2025,سكودا,كودياك,أوتوماتيك,جديدة,0,Gold,SUV,Gas,1400.0,2550000
سكودا كاروك 2026,2026,سكودا,كاروك,أوتوماتيك,جديدة,0,White,SUV,Gas,1400.0,1950000
فورد فوكاس 2018,2018,فورد,فوكاس,أوتوماتيك,مستعملة,185000,Blue,Sedan,Gas,1000.0,550000
سكودا كاروك 2026,2026,سكودا,كاروك,أوتوماتيك,جديدة,0,Black,SUV,Gas,1400.0,1950000
كيا ريو 2013,2013,كيا,ريو,أوتوماتيك,مستعملة,131000,White,Sedan,Gas,1300.0,530000
إم جي HS 2021,2021,إم جي,HS,أوتوماتيك,مستعملة,118000,Blue,SUV,Gas,1500.0,950000
هوندا سيفيك 2015,2015,هوندا,سيفيك,أوتوماتيك,مستعملة,350000,Blue,Sedan,Gas,1600.0,600000
